재무제표종류,종목코드,회사명,시장구분,업종,업종명,통화,항목명,당기,전기,전전기
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            자본총계,"8,675,550,018,820","9,223,423,899,777","6,248,652,592,260"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            자본금,"35,400,000,000","35,400,000,000","35,400,000,000"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            이익잉여금(결손금),"8,650,634,401,634","7,435,162,925,037","5,587,763,904,668"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               비상위험준비금 적립액,"-1,378,570,528,290","-1,248,819,600,630","-1,130,757,453,749"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               비상위험준비금 적립(환입)예정액,"-136,483,064,007","-129,750,927,660","-118,062,146,881"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               대손준비금 기적립액,"-62,241,689,934","-74,200,962,855","-66,959,511,974"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               대손준비금 적립(환입)예정액,"-58,645,434,503","11,959,272,921","-7,241,450,881"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               해약환급금준비금 적립(환입)예정액,"-2,645,779,990,395",0,0
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,         자본과부채총계,"48,513,527,683,125","45,112,738,913,110","51,188,047,571,780"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            특별계정부채,0,0,"5,854,816,838,385"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            당기법인세부채,"50,224,740,253",0,"146,450,637,222"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            이연법인세부채,"1,168,641,703,126","1,420,790,396,168","518,010,587,117"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            파생상품부채,"129,262,106,386","235,674,833,192","248,955,423,617"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,               위험회피목적파생상품부채,"129,262,106,386","235,674,833,192","248,955,423,617"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            상각후원가측정금융부채,"1,515,643,864,658",0,0
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            보험계약부채,"29,395,049,529,557","27,243,860,455,437","36,265,106,560,473"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            투자계약부채,"7,380,015,306,476","5,057,354,556,269",0
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            부채총계,"39,837,977,664,305","35,889,315,013,333","44,939,394,979,520"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            기타부채,"197,819,531,860","1,930,217,024,276","1,900,723,413,055"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            순확정급여부채,0,0,"5,331,519,651"
재무상태표,005830,DB손해보험,유가증권시장상장법인,651,보험업,KRW,            재보험계약부채,"1,320,881,989","1,417,747,991",0
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         상각후원가측정대출채권,"5,778,963,000,000","5,882,386,000,000","7,978,953,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         상각후원가측정기타수취채권,"489,706,000,000","549,093,000,000","738,858,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         상각후원가측정유가증권,"20,000,000,000","20,000,000,000","8,903,905,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         신계약비,0,0,"1,379,109,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         특별계정자산,0,0,"3,384,212,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         자산총계,"37,660,829,000,000","34,659,279,000,000","40,060,726,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         현금및현금성자산,"1,084,592,000,000","726,634,000,000","453,641,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         당기법인세자산,0,"2,084,000,000","1,236,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         위험회피목적파생상품자산,"136,542,000,000","54,175,000,000","7,758,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         기타포괄손익-공정가치측정금융자산,"18,035,012,000,000","15,741,249,000,000","5,631,969,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         당기손익-공정가치측정금융자산,"9,142,251,000,000","8,934,505,000,000","8,584,728,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         보험계약자산,"229,640,000,000","83,304,000,000",0
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         무형자산,"68,950,000,000","61,796,000,000","60,411,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         투자부동산,"10,699,000,000","11,077,000,000","267,920,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         관계및종속기업투자주식,"421,387,000,000","502,167,000,000","615,694,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         기타자산,"104,647,000,000","27,803,000,000","65,651,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         유형자산,"463,422,000,000","485,365,000,000","597,297,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         순확정급여자산,"106,766,000,000","111,304,000,000","90,616,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         재보험계약자산,"1,568,252,000,000","1,466,337,000,000","1,298,768,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            자본잉여금,"348,454,000,000","348,454,000,000","348,454,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            기타포괄손익누계액,"286,768,000,000","174,668,000,000","16,613,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            자본총계,"6,307,190,000,000","5,768,703,000,000","3,301,625,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            자본금,"33,250,000,000","33,250,000,000","33,250,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            이익잉여금,"5,638,718,000,000","5,212,331,000,000","2,903,308,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,               비상위험준비금 기적립액,"1,058,272,000,000","977,846,000,000","904,249,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,               비상위험준비금 적립(환입)예정액,"77,045,000,000","80,426,000,000","73,597,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,               대손준비금 기적립액,"51,836,000,000","58,115,000,000","52,797,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,               대손준비금 적립(환입)예정액,"-31,918,000,000","-6,279,000,000","5,318,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,               해약환급금준비금 적립예정액,"2,792,853,000,000",0,0
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,         자본과부채총계,"37,660,829,000,000","34,659,279,000,000","40,060,726,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            특별계정부채,0,0,"3,598,144,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            사채,"663,955,000,000","663,616,000,000","378,094,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            이연법인세부채,"1,233,960,000,000","1,011,037,000,000","308,258,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            위험회피목적파생상품부채,"183,709,000,000","281,552,000,000","113,723,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            당기손익-공정가치측정금융부채,"469,000,000",0,0
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            보험계약부채,"24,338,726,000,000","22,041,595,000,000","31,545,721,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            부채총계,"31,353,639,000,000","28,890,576,000,000","36,759,101,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            상각후원가측정기타금융부채,"4,678,812,000,000","4,629,237,000,000","611,593,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            기타부채,"245,800,000,000","257,295,000,000","177,923,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            충당부채,"4,366,000,000","3,096,000,000","25,645,000,000"
재무상태표,002550,KB손해보험,기타법인,651,보험업,KRW,            재보험계약부채,"3,842,000,000","3,148,000,000",0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         상각후원가측정금융자산,"7,203,997,089,818",0,0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         기타포괄손익-공정가치측정금융자산,"18,570,667,309,792",0,0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         당기손익-공정가치측정금융자산,"5,401,652,920,025",0,0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            당기손익-공정가치측정금융부채,"19,227,102,683",0,0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            순확정급여부채,"6,184,599,422",0,0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            투자계약부채,"3,058,395,190,919","2,463,630,677,044",0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            재보험계약부채,"8,909,175,948","7,542,004,265",0
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         매도가능금융자산,0,"7,909,783,190,958","8,532,078,428,285"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         예치금,0,"436,452,346,260","412,389,741,517"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         당기손익인식금융자산,0,"4,416,875,138,818","855,029,682,767"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         만기보유금융자산,0,"13,737,432,694,275","13,654,120,000,822"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         대출채권,0,"6,781,823,867,538","7,272,163,590,616"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         수취채권,0,"303,237,373,826","287,606,285,723"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         자산총계,"32,895,665,240,515","34,880,853,108,832","37,103,488,800,802"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         현금및현금성자산,"947,559,820,264","592,415,388,915","520,365,644,537"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         당기법인세자산,"81,944,872,682","81,980,474,836","55,213,993,626"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         위험회피목적파생상품자산,"132,750,696,712","186,232,672,665","14,652,964,784"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         무형자산,"19,464,425,168","24,131,198,905","22,081,103,534"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         관계기업투자주식,"161,104,415,388","30,000,000,000","251,443,053,663"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         투자부동산,"320,005,814,234","287,918,361,497","286,264,329,741"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         기타자산,"1,715,974,719","2,053,137,402","4,848,737,806,203"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         유형자산,"42,468,656,637","53,753,347,243","64,681,463,263"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         순확정급여자산,0,"4,895,343,798","3,331,115,157"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         재보험계약자산,"12,333,245,076","31,868,571,896","23,329,596,564"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            자본조정,"-60,666,659,540","-60,806,002,790","-60,806,002,790"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            자본잉여금,"463,680,391,349","463,680,391,349","463,680,391,349"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            신종자본증권,"344,567,360,747","344,572,058,588","344,619,036,991"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            기타포괄손익누계액,"35,801,094,648","1,526,397,829,674","177,612,835,170"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            자본총계,"2,951,760,100,936","4,882,260,275,270","3,044,080,002,765"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            자본금,"806,792,925,000","806,792,925,000","806,792,925,000"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            이익잉여금(결손금),"1,361,584,988,732","1,801,623,073,449","1,312,180,817,045"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,         자본과부채총계,"32,895,665,240,515","34,880,853,108,832","37,103,488,800,802"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            계약자지분조정,"-1,676,958,492","793,074,690","10,536,871,847"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            당기손익인식금융부채,0,"1,658,694,519","5,754,630,208"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            이연법인세부채,"91,268,770,523","681,479,322,517","95,437,366,375"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            위험회피목적파생상품부채,"53,139,376,109","209,950,122,433","182,524,317,911"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            상각후원가측정금융부채,"238,279,448,638","333,615,837,326","378,629,758,306"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            보험계약부채,"26,417,000,323,931","26,240,368,974,589","28,677,157,681,678"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            부채총계,"29,943,905,139,579","29,998,592,833,562","34,059,408,798,037"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            기타부채,"35,087,817,373","32,525,312,267","4,654,162,695,495"
재무상태표,082640,동양생명,유가증권시장상장법인,651,보험업,KRW,            충당부채,"18,090,292,525","27,028,813,912","55,205,476,217"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         미상각신계약비_IFRS4,0,0,"575,718,028,744"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         특별계정자산_IFRS4,0,0,"9,459,764,320,375"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         자 산 총 계,"14,842,983,216,794","16,764,540,172,423","18,911,189,698,355"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         현금및현금성자산,"1,314,073,501,201","919,290,546,780","245,339,810,370"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         당기법인세자산,0,"22,239,393,143",0
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         이연법인세자산,0,0,"23,453,737,122"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         파생상품자산,"100,966,244,833","46,143,525,483","9,832,076,065"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            위험회피목적 파생상품자산,"100,966,244,833","46,143,525,483","6,857,916,189"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            매매목적 파생상품자산,0,0,"2,974,159,876"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         상각후원가측정금융자산,"2,374,823,360,647","5,268,848,289,667","3,479,027,104,496"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            상각후원가측정대출채권,"1,587,667,426,396","2,066,314,443,274","1,256,911,044,853"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            상각후원가측정기타금융자산,"328,960,609,519","313,015,152,175","244,746,687,113"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            상각후원가측정유가증권,"458,195,324,732","2,889,518,694,218","1,977,369,372,530"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         기타포괄손익-공정가치측정금융자산,"5,599,270,166,684","3,928,324,576,490","629,150,591,282"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         당기손익-공정가치측정금융자산,"4,867,629,126,651","5,650,846,012,749","3,673,439,619,522"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         보험계약자산,"88,375,676,700","49,750,600,978",0
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         무형자산,"58,987,367,386","27,314,494,505","29,087,153,181"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         관계기업투자자산,"9,915,081,191","6,418,495,770",0
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         투자부동산,"466,166,901","473,879,723","481,592,545"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         기타자산,"4,233,577,033","3,579,894,910","10,760,135,618"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         유형자산,"21,954,790,118","59,049,511,034","49,298,188,637"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         순확정급여자산,"7,539,473,830","9,768,472,743","4,759,164,200"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         재보험계약자산,"351,818,848,877","724,648,117,295","677,411,010,214"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         사용권자산,"42,929,834,742","47,844,361,153","43,667,165,984"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            자본조정,"-855,600,465","-991,270,194","-1,126,940,195"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            자본잉여금,"379,817,170,941","379,817,170,941","379,817,170,941"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            신종자본증권,"45,370,260,000","45,370,260,000","45,370,260,000"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            기타포괄손익누계액,"141,150,096,322","840,108,507,349","-48,102,980,041"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            자 본 총 계,"1,256,231,689,675","1,803,031,352,388","1,002,022,030,279"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            자본금,"310,336,320,000","310,336,320,000","310,336,320,000"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            이익잉여금,"380,413,442,877","228,390,364,292","315,728,199,574"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               비상위험준비금 기적립액,"104,295,704,098","103,246,296,848","97,567,547,182"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               비상위험준비금 적립(환입)예정액,"-29,254,781,729","1,049,407,250","5,678,749,666"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               대손준비금 기적립액,"12,047,935,338","19,604,509,259","19,851,972,716"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               대손준비금 적립(환입)예정액,"-12,047,935,338","-7,556,573,921","-247,463,457"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               해약환급금준비금 기적립액,0,0,0
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               해약환급금준비금 적립(환입)예정액,"304,012,492,778",0,0
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,         부 채 및 자 본 총 계,"14,842,983,216,794","16,764,540,172,423","18,911,189,698,355"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            특별계정부채_IFRS4,0,0,"9,619,853,125,022"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            차입부채,"1,007,582,920,653","3,282,927,098,378","319,106,391,610"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            당기법인세부채,"397,355,453",0,"32,857,570,177"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            이연법인세부채,"11,596,659,866","211,666,958,627",0
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            파생상품부채,"76,040,692,785","81,860,922,928","41,647,477,115"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               위험회피목적 파생상품부채,"58,859,763,681","65,712,292,881","38,895,427,778"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,               매매목적 파생상품부채,"17,180,929,104","16,148,630,047","2,752,049,337"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            보험계약부채,"5,105,655,583,731","5,039,213,791,238","7,649,462,749,394"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            투자계약부채,"7,221,049,176,265","6,190,323,063,789",0
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            리스부채,"51,766,064,353","56,209,479,930","60,497,026,410"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            부 채 총 계,"13,586,751,527,119","14,961,508,820,035","17,909,167,668,076"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            기타금융부채,"97,302,726,428","83,107,182,977","166,365,918,141"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            기타부채,"13,954,756,662","14,757,075,430","17,232,222,898"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            충당부채,"1,015,468,169","991,383,400","2,145,187,309"
재무상태표,000400,롯데손해보험,유가증권시장상장법인,651,보험업,KRW,            재보험계약부채,"390,122,754","451,863,338",0
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         예치금,"590,151,486,302","7,000,000","7,000,000"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         상각후원가측정기타금융자산,"376,745,911,001","315,666,724,133","418,798,141,695"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         자산총계,"39,403,862,443,763","32,262,331,015,998","27,552,267,633,801"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         현금및현금성자산,"969,719,738,666","2,509,168,998,640","509,735,660,872"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         이연법인세자산,0,"1,809,744,095","130,396,668,848"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         위험회피목적파생상품자산,"291,285,347,820","25,328,272,645","4,139,384,834"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         상각후원가측정금융자산,"836,352,512,865","1,431,912,893,927","967,285,163,076"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         기타포괄손익-공정가치측정금융자산,"26,102,575,035,676","18,996,397,808,382","17,276,612,102,703"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         당기손익-공정가치측정금융자산,"8,052,071,734,624","6,819,983,227,077","4,515,336,421,080"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         보험계약자산,"11,342,723,029","6,387,572,459",0
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         무형자산,"40,534,844,833","44,370,937,255","41,928,658,829"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         투자부동산,"282,315,063,824","275,991,465,361","282,130,345,309"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         관계종속기업투자자산-원가법,"119,097,748,400","48,229,845,328","5,843,391,714"
재무상태표,000060,메리츠화재해상보험,기타법인,651,보험업,KRW,         매각예정비유동자산,"1,350,716,000","1,350,716,000","1,350,716,000"
