status,message,corp_code,접수번호,법인구분,고유번호,법인명,성명,관계,주식종류,기초소유주식 수,기초소유쥬식 지분율,기말소유주식 수,기말소유주식 지분율,비고,결산기준일
000,정상,00876166,20240315000853,K,00876166,KBG,부다혜,자,,"312,500",3.80,"314,062",3.59,자기주식배당,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,부이안,손자,,"10,000",0.12,"10,050",0.11,자기주식배당,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,김춘미,배우자,,"312,500",3.80,"314,062",3.59,자기주식배당,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,강윤서,친인척,,"47,000",0.57,"47,235",0.54,자기주식배당,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,김춘복,친인척,,"15,056",0.18,"10,131",0.12,자기주식배당 및 장내매도,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,강민정,친인척,,780,0.01,783,0.01,자기주식배당,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,강승한,친인척,,"35,000",0.43,"35,175",0.40,자기주식배당,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,계,,,"3,167,721",38.49,"3,142,377",35.95,-,2023-12-31
000,정상,00876166,20240315000853,K,00876166,KBG,계,,,-,-,-,-,-,2023-12-31
000,정상,01381984,20240514000754,K,01381984,스카이월드와이드,강철순,최대주주,,"2,379,393",22.98,"2,379,393",22.78,-,2023-12-31
000,정상,01381984,20240514000754,K,01381984,스카이월드와이드,김은갑,등기임원,,"12,000",0.12,"39,000",0.37,-,2023-12-31
000,정상,01381984,20240514000754,K,01381984,스카이월드와이드,진형주,"임원
(미등기)",,"4,264",0.04,"4,264",0.04,-,2023-12-31
000,정상,01381984,20240514000754,K,01381984,스카이월드와이드,소재용,직원,,"11,167",0.11,0,0.00,특수관계해소,2023-12-31
000,정상,01381984,20240514000754,K,01381984,스카이월드와이드,계,,,"2,406,824",23.25,"2,422,657",23.19,-,2023-12-31
000,정상,01381984,20240514000754,K,01381984,스카이월드와이드,계,,,-,-,-,-,-,2023-12-31
000,정상,00225742,20240329000411,K,00225742,LS마린솔루션,LS전선(주),최대주주,,"4,212,896",16.24,"11,850,816",45.69,-,2023-12-31
000,정상,00225742,20240329000411,K,00225742,LS마린솔루션,계,,,"4,212,896",16.24,"11,850,816",45.69,-,2023-12-31
000,정상,00225742,20240329000411,K,00225742,LS마린솔루션,계,,,-,-,-,-,-,2023-12-31
000,정상,00390860,20240408003770,K,00390860,대산F&B,얼머스-TRI리스트럭처링 투자조합 1호,본인,,"40,000,000",31.93,"40,000,000",31.93,-,2023-12-31
000,정상,00390860,20240408003770,K,00390860,대산F&B,계,,,"40,000,000",31.93,"40,000,000",31.93,-,2023-12-31
000,정상,00390860,20240408003770,K,00390860,대산F&B,계,,,-,-,-,-,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,송병준,본인,,"2,190,032",33.21,"2,205,432",33.44,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,정철호,등기임원,,0,0.00,"1,000",0.02,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,이용국,계열회사등 임원,,"12,200",0.18,"12,200",0.18,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,송재준,계열회사등 임원,,"75,308",1.14,"75,308",1.14,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,이규창,계열회사등 임원,,"21,696",0.33,"21,696",0.33,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,이주환,계열회사등 임원,,"1,000",0.02,"1,000",0.02,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,박희목,특수관계인,,"76,427",1.16,"76,427",1.16,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,계,,,"2,376,663",36.04,"2,393,063",36.28,-,2023-12-31
000,정상,00535746,20240322000009,K,00535746,컴투스홀딩스,계,,,-,-,-,-,-,2023-12-31
000,정상,00651901,20240321001310,Y,00651901,에어부산,(주)아시아나항공,최대주주 등,,"48,863,143",41.89,"48,863,143",41.89,-,2023-12-31
000,정상,00651901,20240321001310,Y,00651901,에어부산,에어부산(주),자기주식,,"58,016",0.05,"58,016",0.05,-,2023-12-31
000,정상,00651901,20240321001310,Y,00651901,에어부산,안병석,발행회사임원,,"10,000",0.01,"10,000",0.01,-,2023-12-31
000,정상,00651901,20240321001310,Y,00651901,에어부산,민경제,발행회사임원,,0,0.00,"3,000",0.00,-,2023-12-31
000,정상,00651901,20240321001310,Y,00651901,에어부산,김정호,계열사임원,,0,0.00,"19,488",0.02,-,2023-12-31
000,정상,00651901,20240321001310,Y,00651901,에어부산,계,,,"48,931,159",41.95,"48,953,647",41.97,-,2023-12-31
000,정상,00651901,20240321001310,Y,00651901,에어부산,계,,,-,-,-,-,-,2023-12-31
000,정상,00138792,20240325000904,Y,00138792,아시아나항공,금호건설,"최대주주
본인",,"22,896,020",30.77,"22,896,020",30.77,-,2023-12-31
000,정상,00138792,20240325000904,Y,00138792,아시아나항공,박삼구,기타,,"3,333",0.00,"3,333",0.00,-,2023-12-31
000,정상,00138792,20240325000904,Y,00138792,아시아나항공,계,,,"22,899,353",30.77,"22,899,353",30.77,-,2023-12-31
000,정상,00138792,20240325000904,Y,00138792,아시아나항공,계,,,-,-,-,-,-,2023-12-31
000,정상,00138792,20240325000904,Y,00138792,아시아나항공,계,,,"22,899,353",30.77,"22,899,353",30.77,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,유중근,최대주주,,"987,700",6.27,"987,700",6.27,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,최윤범,친인척,,"423,110",2.69,"432,610",2.75,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,CHOI JUNG SANG,친인척,,"208,243",1.32,"208,243",1.32,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,최정운,친인척,,"448,130",2.85,"448,130",2.85,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,CHOI JUWON MICHAEL,친인척,,"170,136",1.08,"170,136",1.08,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,최창걸,친인척,,"69,850",0.44,"69,850",0.44,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,최창규,친인척,,"746,455",4.73,"900,000",5.71,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,최창근,친인척,,"700,000",4.44,"850,000",5.40,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,한진희,친인척,,"12,350",0.08,"12,350",0.08,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,김록희,친인척,,0,0.00,"110,502",0.70,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,최윤석,친인척,,0,0.00,"70,000",0.44,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,유미개발(주),계열회사,,"851,490",5.41,"851,490",5.41,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,"해주최씨준극
경수기호종중",기타법인,,"50,000",0.32,"50,000",0.32,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,이한성,임원,,"5,258",0.03,"5,575",0.04,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,이한종,임원,,0,0.00,"2,000",0.01,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,장세명,특수관계인,,"602,000",3.82,"602,000",3.82,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,장세욱,특수관계인,,"359,720",2.28,"359,720",2.28,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,장세준,특수관계인,,"735,040",4.67,"735,040",4.67,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,장세환,특수관계인,,"752,000",4.77,"752,000",4.77,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,장형진,특수관계인,,"898,830",5.71,"898,830",5.71,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,정지혜,친인척,,"164,587",1.04,"179,530",1.14,장내매수,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,최승민,친인척,,"8,805",0.06,"8,805",0.06,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,계,,,"8,193,704",52.02,"8,704,511",55.27,-,2023-12-31
000,정상,00141389,20240312001002,K,00141389,영풍정밀,계,,,-,-,-,-,-,2023-12-31
000,정상,00180865,20240729000292,K,00180865,디에이치엑스컴퍼니,포퓨처개발 유한회사,최대주주,,"10,500,000",9.34,"10,500,000",8.06,-,2023-12-31
000,정상,00180865,20240729000292,K,00180865,디에이치엑스컴퍼니,제이케이(JK)파트너스 1호 투자조합,최대주주의 주요주주,,"13,184,681",11.73,"2,988,581",2.29,-,2023-12-31
000,정상,00180865,20240729000292,K,00180865,디에이치엑스컴퍼니,계,,,"23,684,681",21.07,"13,488,581",10.35,-,2023-12-31
000,정상,00180865,20240729000292,K,00180865,디에이치엑스컴퍼니,계,,,-,-,-,-,-,2023-12-31
000,정상,00402989,20250117000415,E,00402989,코스온,(주)유한양행,최대주주,,"2,999,735",3.73,"1,639,574",7.12,-,2023-12-31
000,정상,00402989,20250117000415,E,00402989,코스온,(주)유한양행,최대주주,,"983,606",7.65,0,0.00,-,2023-12-31
000,정상,00402989,20250117000415,E,00402989,코스온,계,,,"2,999,735",3.73,"1,639,574",7.12,-,2023-12-31
000,정상,00402989,20250117000415,E,00402989,코스온,계,,,"983,606",7.65,-,-,-,2023-12-31
000,정상,00548519,20240321001783,N,00548519,큐러블,지더블유바이텍(주),최대주주,,0,0.00,"2,229,294",75.84,-,2023-12-31
000,정상,00548519,20240321001783,N,00548519,큐러블,계,,,0,0.00,"2,229,294",75.84,-,2023-12-31
000,정상,00548519,20240321001783,N,00548519,큐러블,계,,,-,-,-,-,-,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,강동환,최대주주 본인 ,,"17,972,844",25.21,"17,972,844",23.50,-,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,이명훈,임원,,"3,859,127",5.41,"3,739,127",4.89,단순 증여,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,김태환,임원,,"3,000",0.00,"304,425",0.40,주식매수선택권 행사 등,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,김민영,임원,,0,0.00,"270,907",0.35,주식매수선택권 행사 등,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,선혜진,임원,,0,0.00,"141,810",0.19,주식매수선택권 행사 등,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,이원주,임원,,0,0.00,"55,890",0.07,주식매수선택권 행사 등,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,강일권,임원,,"2,000",0.00,"2,000",0.00,-,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,계,,,"21,836,971",30.62,"22,487,003",29.40,-,2023-12-31
000,정상,01267602,20240314001085,E,01267602,제이시스메디칼,계,,,-,-,-,-,-,2023-12-31
000,정상,00391197,20240320001307,K,00391197,하이퍼코퍼레이션,(주)티사이언티픽,최대주주,,"4,512,635",10.35,"8,068,768",15.59,"제3자배정 유상증자 참여(3,427,600주) 및 2022년 7월1일 전환우선주 발행에 따른 지분율 변동",2023-12-31
000,정상,00391197,20240320001307,K,00391197,하이퍼코퍼레이션,(주)이엔코퍼레이션,"최대주주의
특수관계인",,"3,523,179",8.08,"3,523,179",6.81,최대주주의 유상증자 참여 및 2022년 7월1일 전환우선주 발행에 따른 지분율 변동,2023-12-31
000,정상,00391197,20240320001307,K,00391197,하이퍼코퍼레이션,계,,,"8,035,814",18.43,"11,591,947",22.40,-,2023-12-31
000,정상,00391197,20240320001307,K,00391197,하이퍼코퍼레이션,계,,,-,-,-,-,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,(주)세아제강지주,본인,,"1,407,584",49.63,"1,407,584",49.63,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,이순형,임원,,"221,710",7.82,"221,710",7.82,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,허은홍,기타,,"2,032",0.07,"2,032",0.07,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,허인홍,기타,,"2,032",0.07,"2,032",0.07,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,이휘령,계열회사임원,,236,0.01,236,0.01,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,(재)세아해암학술장학재단,재단,,"76,937",2.71,"76,937",2.71,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,(주)에이팩인베스터스,계열회사,,"4,538",0.16,"4,538",0.16,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,(재)세아이운형문화재단,재단,,"64,877",2.29,"64,877",2.29,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,계,,,"1,779,946",62.76,"1,779,946",62.76,-,2023-12-31
000,정상,01325979,20240306000569,Y,01325979,세아제강,계,,,-,-,-,-,-,2023-12-31
000,정상,00111111,20240320001622,Y,00111111,대양금속,(주)대양홀딩스컴퍼니,본인 ,,"6,646,007",19.92,"700,336",1.86,-,2023-12-31
000,정상,00111111,20240320001622,Y,00111111,대양금속,(주)대양홀딩스컴퍼니,본인 ,,"7,944,077",62.31,"7,944,077",62.31,-,2023-12-31
000,정상,00111111,20240320001622,Y,00111111,대양금속,이옥순,최대주주 및 대표이사,,"793,308",6.22,"793,308",6.22,-,2023-12-31
000,정상,00111111,20240320001622,Y,00111111,대양금속,공갑상,특수관계인,,0,0.00,"139,664",0.37,(주1),2023-12-31
000,정상,00111111,20240320001622,Y,00111111,대양금속,계,,,"6,646,007",19.92,"840,000",2.23,(주2),2023-12-31
000,정상,00111111,20240320001622,Y,00111111,대양금속,계,,,"8,737,385",68.53,"8,737,385",68.53,(주2),2023-12-31
000,정상,00359395,20240516002214,K,00359395,헬릭스미스,(주)바이오솔루션,최대주주 본인,,0,0.00,"7,467,405",15.22,제3자배정 유상증자,2023-12-31
000,정상,00359395,20240516002214,K,00359395,헬릭스미스,계,,,0,0.00,"7,467,405",15.22,-,2023-12-31
000,정상,00359395,20240516002214,K,00359395,헬릭스미스,계,,,-,-,-,-,-,2023-12-31
000,정상,01068658,20240327000001,K,01068658,선샤인푸드,김상훈,최대주주,,"3,652,968",6.33,"3,655,777",6.33,주석참조,2023-12-31
000,정상,01068658,20240327000001,K,01068658,선샤인푸드,계,,,"3,652,968",6.33,"3,655,777",6.33,-,2023-12-31
000,정상,01068658,20240327000001,K,01068658,선샤인푸드,계,,,-,-,-,-,-,2023-12-31
000,정상,01405451,20240328001196,K,01405451,알체라,스노우(주),최대주주,,"2,527,568",11.73,"2,527,568",11.73,-,2023-12-31
000,정상,01405451,20240328001196,K,01405451,알체라,황영규,대표이사,,"1,979,216",9.18,"1,979,216",9.18,-,2023-12-31
000,정상,01405451,20240328001196,K,01405451,알체라,김정배,등기임원,,"2,007,918",9.32,"1,973,952",9.16,-,2023-12-31
000,정상,01405451,20240328001196,K,01405451,알체라,이강의,등기임원,,"243,550",1.13,"243,550",1.13,-,2023-12-31
000,정상,01405451,20240328001196,K,01405451,알체라,계,,,"6,758,252",31.36,"6,724,286",31.20,-,2023-12-31
000,정상,01405451,20240328001196,K,01405451,알체라,계,,,-,-,-,-,-,2023-12-31
000,정상,00125974,20240821000569,Y,00125974,삼부토건,"주식회사 
휴스토리",본인,,"5,950,000",3.17,0,0.00,"변경전
최대주주",2023-12-31
000,정상,00125974,20240821000569,Y,00125974,삼부토건,(주)디와이디,본인,,0,0.00,"16,585,879",8.12,"변경후
최대주주",2023-12-31
000,정상,00125974,20240821000569,Y,00125974,삼부토건,계,,,-,-,-,-,-,2023-12-31
000,정상,00125974,20240821000569,Y,00125974,삼부토건,계,,,-,-,"16,585,879",8.12,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,박창엽,본인,,"2,081,260",33.35,"2,081,260",33.35,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,유정숙,처,,"522,657",8.38,"522,657",8.38,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,박경희,자,,"173,790",2.79,"177,043",2.84,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,박성인,자,,"63,308",1.01,"68,192",1.09,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,유승옥,처제,,"80,338",1.29,"80,338",1.29,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,유금영,처제,,"68,058",1.09,"68,058",1.09,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,이창환,동서,,"58,555",0.94,"58,633",0.94,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,이찬구,이사,,"64,800",1.04,"64,800",1.04,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,권혁운,이사,,"128,994",2.07,"128,994",2.07,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,계,,,"3,241,760",51.95,"3,249,975",52.08,-,2023-12-31
000,정상,00442631,20240321001263,N,00442631,태양기계,계,,,-,-,-,-,-,2023-12-31
000,정상,01228515,20240321000692,K,01228515,지오릿에너지,(주)엔투텍,최대주주,,"4,111,719",11.18,"16,676,691",12.77,(주1),2023-12-31
000,정상,01228515,20240321000692,K,01228515,지오릿에너지,(주)엠제이홀딩컴퍼니,최대주주의 최대주주,,"890,868",2.42,"2,672,604",2.05,(주2),2023-12-31
000,정상,01228515,20240321000692,K,01228515,지오릿에너지,유재훈,최대주주의 임원,,0,0.00,"37,035",0.03,(주3),2023-12-31
000,정상,01228515,20240321000692,K,01228515,지오릿에너지,(주)민베스트,"최대주주의 임원의 
특수관계인",,0,0.00,"148,146",0.11,(주3),2023-12-31
000,정상,01228515,20240321000692,K,01228515,지오릿에너지,계,,,"5,002,587",13.60,"19,534,476",14.95,-,2023-12-31
000,정상,01228515,20240321000692,K,01228515,지오릿에너지,계,,,-,-,-,-,-,2023-12-31
000,정상,00397289,20240320001935,K,00397289,오텍,강성희,본인,,"3,370,957",21.90,"3,409,257",24.10,-,2023-12-31
000,정상,00397289,20240320001935,K,00397289,오텍,강신욱,직계비속,,"490,202",3.18,"490,202",3.18,-,2023-12-31
000,정상,00397289,20240320001935,K,00397289,오텍,강신형,직계비속,,"490,202",3.18,"490,202",3.18,-,2023-12-31
000,정상,00397289,20240320001935,K,00397289,오텍,계,,,"4,351,361",28.27,"4,351,361",30.46,-,2023-12-31
000,정상,00397289,20240320001935,K,00397289,오텍,계,,,-,-,-,-,-,2023-12-31
000,정상,00110583,20240403003408,K,00110583,DH오토웨어,(주)디에이치글로벌,최대주주,,"53,028,657",37.21,"11,746,343",38.16,-,2023-12-31
000,정상,00110583,20240403003408,K,00110583,DH오토웨어,계,,,"53,028,657",37.21,"11,746,343",38.16,-,2023-12-31
000,정상,00110583,20240403003408,K,00110583,DH오토웨어,계,,,-,-,-,-,-,2023-12-31
000,정상,00450931,20240329000954,E,00450931,우양에이치씨,솔브레인홀딩스(주),본인,,"5,724,757",41.92,"5,724,757",41.92,-,2023-12-31
000,정상,00450931,20240329000954,E,00450931,우양에이치씨,씨제이더블유글로벌(주),관계회사,,"2,689,083",19.69,"2,689,083",19.69,-,2023-12-31
000,정상,00450931,20240329000954,E,00450931,우양에이치씨,나우아이비캐피탈(주),관계회사,,"1,408,875",10.32,"1,389,091",10.17,-,2023-12-31
000,정상,00450931,20240329000954,E,00450931,우양에이치씨,머티리얼즈파크(주),관계회사,,"863,844",6.33,"863,844",6.33,-,2023-12-31
000,정상,00450931,20240329000954,E,00450931,우양에이치씨,"나우턴어라운드
 성장사다리펀드1호",관계회사,,"728,836",5.34,"718,601",5.26,-,2023-12-31
000,정상,00450931,20240329000954,E,00450931,우양에이치씨,계,,,-,-,-,-,-,2023-12-31
000,정상,00450931,20240329000954,E,00450931,우양에이치씨,계,,,"11,415,395",83.60,"11,385,376",83.37,-,2023-12-31
000,정상,00259545,20240321000792,K,00259545,엠에스오토텍,(주)심원,본인,,"13,087,828",29.99,"13,087,828",28.66,-,2023-12-31
000,정상,00259545,20240321000792,K,00259545,엠에스오토텍,이태규,특수관계자,,"4,817,281",11.04,"4,817,281",10.55,-,2023-12-31
000,정상,00259545,20240321000792,K,00259545,엠에스오토텍,이수연,특수관계자,,"478,554",1.10,"478,554",1.05,-,2023-12-31
000,정상,00259545,20240321000792,K,00259545,엠에스오토텍,계,,,"18,383,663",42.12,"18,383,663",40.26,-,2023-12-31
000,정상,00259545,20240321000792,K,00259545,엠에스오토텍,계,,,-,-,-,-,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,지헌민,최대주주 ,,"1,094,971",29.58,"1,094,971",14.13,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,조호현,등기임원,,"51,428",0.04,"51,428",0.66,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,김재우,등기임원,,"3,440",0.09,"23,440",0.30,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,이병진,등기임원,,0,0.00,"27,776",0.36,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,오영일,등기임원,,0,0.00,"27,776",0.36,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,최인건,등기임원,,0,0.00,"10,001",0.13,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,계,,,"1,149,839",29.71,"1,235,392",15.94,-,2023-12-31
000,정상,01208821,20240318000329,N,01208821,팡스카이,계,,,-,-,-,-,-,2023-12-31
000,정상,01037542,20230616000294,K,01037542,NPX,김완수,최대주주,,"2,161,890",26.55,"2,161,890",26.55,-,2023-03-31
000,정상,01037542,20230616000294,K,01037542,NPX,김영경,최대주주의 처,,"135,960",1.67,"135,960",1.67,-,2023-03-31
000,정상,01037542,20230616000294,K,01037542,NPX,김남경,최대주주의 제,,"50,434",0.62,"50,434",0.62,-,2023-03-31
000,정상,01037542,20230616000294,K,01037542,NPX,정상헌,등기임원,,"404,901",4.97,"404,901",4.97,-,2023-03-31
000,정상,01037542,20230616000294,K,01037542,NPX,이창순,등기임원,,"334,320",4.11,"334,320",4.11,-,2023-03-31
000,정상,01037542,20230616000294,K,01037542,NPX,김영식,미등기임원,,"40,000",0.49,"40,000",0.49,-,2023-03-31
000,정상,01037542,20230616000294,K,01037542,NPX,계,,,"3,127,505",38.41,"3,127,505",38.41,-,2023-03-31
000,정상,01037542,20230616000294,K,01037542,NPX,계,,,-,-,-,-,-,2023-03-31
000,정상,00138321,20240516000067,E,00138321,신한투자증권,(주)신한금융지주회사,최대주주,,"305,576,350",100.00,"305,576,350",100.00,-,2023-12-31
000,정상,00138321,20240516000067,E,00138321,신한투자증권,(주)신한금융지주회사,최대주주,,"3,823,314",100.00,"3,823,314",100.00,-,2023-12-31
000,정상,00138321,20240516000067,E,00138321,신한투자증권,(주)신한금융지주회사,최대주주,,"48,000,000",100.00,"48,000,000",100.00,-,2023-12-31
000,정상,00138321,20240516000067,E,00138321,신한투자증권,계,,,"305,576,350",100.00,"305,576,350",100.00,-,2023-12-31
000,정상,00138321,20240516000067,E,00138321,신한투자증권,계,,,"3,823,314",100.00,"3,823,314",100.00,-,2023-12-31
000,정상,00138321,20240516000067,E,00138321,신한투자증권,계,,,"48,000,000",100.00,"48,000,000",100.00,-,2023-12-31
000,정상,00155124,20240319000675,Y,00155124,평화홀딩스,김종석,본인,,"3,959,558",27.07,"3,959,558",27.07,-,2023-12-31
