재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"31,312,461,384","34,122,932,516","41,094,698,412"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CapitalAdjustments,            자본조정,"-104,047,417,500","-103,912,082,500","-103,912,082,500"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CapitalSurplus,            자본잉여금,"154,491,703,941","154,491,703,941","154,491,703,941"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_HybridBonds,            신종자본증권,"39,839,480,000","69,704,145,000","69,704,145,000"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,            기타포괄손익누계액,"-276,651,483,323","1,100,179,044,406","6,632,047,454"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"1,788,805,511,466","3,126,902,932,303","714,781,392,828"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"253,333,575,000","253,333,575,000","253,333,575,000"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,            이익잉여금,"1,721,839,653,348","1,653,106,546,456","334,532,003,933"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"10,321,971,588,094","11,423,055,647,955","12,666,082,407,515"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_PolicyholdersEquityAdjustment,            계약자지분조정,0,0,"1,327,694,810"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_FinancialliabilitiesAtFairValueThroughProfitOrLossInAccordanceWithIas39OfLiabilitiesAbstract,            당기손익인식금융부채,0,"594,501,000","2,869,125,802"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_NonControllingInterestsLiabilitiesOfLiabilitiesAbstract,            비지배지분,"49,923,310,283","72,712,046,860","66,075,810,661"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00168933_PolicyholdersEquityAdjustmentOfLiabilitiesAbstract,            특별계정부채,0,0,"1,821,589,837,904"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Borrowings,            차입부채,"68,344,880,510","422,556,315,654",0
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,            이연법인세부채,"264,503,172,481","682,835,714,935",0
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialLiabilitiesHeldForHedging,            위험회피목적파생상품부채,"57,266,751,466","131,002,322,840","64,493,951,723"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InsuranceContractsIssuedThatAreLiabilities,            보험계약부채,"7,480,408,949,474","6,427,931,841,437","9,707,955,601,477"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentContractsLiabilities,            투자계약부채,"479,919,267,040","430,175,818,138",0
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"8,533,166,076,628","8,296,152,715,652","11,951,301,014,687"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"93,356,123,556","92,678,581,167","286,988,992,310"
"재무상태표, 보험 - 연결",[null],DB생명보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_ReinsuranceContractsHeldThatAreLiabilities,            재보험계약부채,"39,443,621,818","35,665,573,621",0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CashAndDuefromBanks,         현금및예치금,"1,517,693,202,857","1,307,945,025,329","818,534,002,313"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00159102_FinancialAssetsAtFairValueThroughProfitOrLossInAccordanceWithIas39OfAssetsAbstract,         당기손익인식금융자산,0,"1,905,871,718,540","1,246,370,371,106"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00159102_udf_BS_2024311143312660OfAssetsAbstract,         매도가능금융자산,0,"19,859,009,699,890","19,624,038,222,795"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00159102_udf_BS_2024311143342809OfAssetsAbstract,         만기보유금융자산,0,"11,870,956,593,582","8,550,223,110,350"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00159102_udf_BS_2024311143516432OfAssetsAbstract,         대여금및수취채권,0,"18,136,109,701,691","21,370,029,473,968"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00159102_udf_BS_202431115627616OfAssetsAbstract,         특별계정자산,0,0,"7,491,676,148,256"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00159102_udf_BS_20243111566676OfAssetsAbstract,         재보험자산,0,0,"1,005,568,212,719"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"60,040,428,590,956","57,635,178,300,728","64,751,602,573,672"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,"27,782,765,469","44,453,578,297","19,647,705,268"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,"6,479,818,406","10,408,754,291","55,465,506,190"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssets,         파생상품자산,"318,784,553,678","598,160,499,031","38,534,809,348"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssetsHeldForHedging,            위험회피목적파생상품자산,"315,089,991,107","595,201,193,980","38,101,208,920"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssetsHeldForTrading,            단기매매 파생금융자산,"3,694,562,571","2,959,305,051","433,600,428"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가측정금융자산,"16,243,681,758,314",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_LoansAtAmortisedCost,            상각후원가측정대출채권,"14,127,896,118,852",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_OtherFinancialAssetsAtAmortisedCost,            상각후원가측정기타금융자산,"937,002,355,341",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_SecuritiesAtAmortisedCost,            상각후원가측정유가증권,"1,178,783,284,121",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"26,193,318,873,812",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"10,947,848,085,693",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InsuranceContractsIssuedThatAreAssets,         보험계약자산,"480,182,995,754","205,094,333,463",0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"136,911,472,537","140,883,757,420","213,386,597,351"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentAccountedForUsingEquityMethod,         관계종속기업투자자산-지분법,"354,099,984,861","328,174,473,891","343,698,839,154"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"1,020,645,943,973","1,127,628,884,020","1,185,026,092,060"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"250,256,014,375","67,253,060,729","2,332,285,641,562"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"611,651,029,727","504,393,634,032","457,117,841,232"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedAssetsDefinedBenefitPlan,         순확정급여자산,"87,685,230,376","124,286,519,607",0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_ReinsuranceContractsHeldThatAreAssets,         재보험계약자산,"1,843,406,861,124","1,404,548,066,915",0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"10,303,747,263,209","12,124,266,534,256","6,732,468,664,221"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAttributableToOwnersOfParent,            지배주주지분,"10,236,549,116,065","12,016,248,375,002","6,641,133,176,142"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CapitalAdjustments,               자본조정,"-152,626,300,193","-152,492,009,860","-152,492,009,860"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CapitalSurplus,               자본잉여금,"85,979,024,641","85,979,024,641","84,884,742,115"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,               기타포괄손익누계액,"-146,357,651,760","3,040,119,600,372","728,450,888,489"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,               자본금,"35,400,000,000","35,400,000,000","35,400,000,000"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,               이익잉여금(결손금),"10,414,154,043,377","9,007,241,759,849","5,944,889,555,398"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CatastropheReserve,                  비상위험준비금 적립액,"-1,378,570,528,290","-1,248,819,600,630","-1,130,757,453,749"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CatastropheReserveToBeAdded,                  비상위험준비금 적립(환입)예정액,"-136,483,064,007","-129,750,927,660","-118,062,146,881"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,                  대손준비금 기적립액,"-94,673,375,012","-100,443,630,129","-87,981,961,679"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLossToBeAddedReversed,                  대손준비금 적립(환입)예정액,"-47,694,893,078","5,770,255,117","-12,461,668,450"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_SurrenderValueReserveToBeAdded,                  해약환급금준비금 적립(환입)예정액,"-4,278,867,062,815",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_NoncontrollingInterests,            비지배지분,"67,198,147,144","108,018,159,254","91,335,488,079"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"60,040,428,590,956","57,635,178,300,728","64,751,602,573,672"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_PolicyholdersEquityAdjustment,            계약자지분조정,0,0,"1,327,694,809"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00159102_udf_BS_202431115952931OfLiabilitiesAbstract,            특별계정부채,0,0,"7,676,406,676,290"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"54,465,954,131","7,809,046,226","155,940,276,682"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,            이연법인세부채,"1,460,129,286,113","2,133,917,780,808","548,118,357,618"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialLiabilities,            파생상품부채,"249,821,133,435","412,294,219,323","419,088,089,513"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialLiabilitiesHeldForHedging,               위험회피목적파생상품부채,"249,821,133,435","411,699,718,323","408,496,620,909"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialLiabilitiesHeldForTrading,               단기매매 파생금융부채,0,"594,501,000","10,591,468,604"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialLiabilitiesAtAmortisedCost,            상각후원가측정금융부채,"2,959,943,080,907",0,0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InsuranceContractsIssuedThatAreLiabilities,            보험계약부채,"36,875,458,479,031","33,671,792,296,874","45,973,062,161,950"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentContractsLiabilities,            투자계약부채,"7,859,934,573,516","5,487,530,374,407",0
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"49,736,681,327,747","45,510,911,766,472","58,019,133,909,451"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"236,089,451,540","3,760,484,727,222","3,239,005,223,888"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,            순확정급여부채,"74,865,267",0,"6,185,428,701"
"재무상태표, 보험 - 연결",[005830],DB손해보험,유가증권시장상장법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_ReinsuranceContractsHeldThatAreLiabilities,            재보험계약부채,"40,764,503,807","37,083,321,612",0
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_LoansAtAmortisedCost,         상각후원가측정대출채권,"5,975,301,000,000","6,189,267,000,000","8,310,277,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_OtherFinancialAssetsAtAmortisedCost,         상각후원가측정기타수취채권,"562,050,000,000","625,700,000,000","837,795,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_SecuritiesAtAmortisedCost,         상각후원가측정유가증권,"29,723,000,000","29,816,000,000","8,909,307,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00120216_AcquisitionCostsOfAssetsAbstract,         신계약비,0,0,"1,379,109,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,entity00120216_SpecialAccountAssetOfAssetsAbstract,         특별계정자산,0,0,"3,384,211,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"37,800,471,000,000","34,816,035,000,000","40,333,253,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,         현금및현금성자산,"1,149,218,000,000","782,130,000,000","522,681,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,"90,000,000","2,083,000,000","1,236,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,"3,906,000,000","3,508,000,000","3,539,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssetsHeldForHedging,         위험회피목적파생상품자산,"136,542,000,000","54,175,000,000","7,758,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"18,035,111,000,000","15,741,249,000,000","5,848,590,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"9,195,921,000,000","8,994,629,000,000","8,633,955,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InsuranceContractsIssuedThatAreAssets,         보험계약자산,"229,640,000,000","83,304,000,000",0
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"80,781,000,000","75,953,000,000","62,150,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentAccountedForUsingEquityMethod,         관계기업투자주식,"58,761,000,000","51,480,000,000","2,421,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"5,216,000,000","5,389,000,000","218,509,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"111,932,000,000","30,141,000,000","76,717,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"473,006,000,000","547,651,000,000","701,767,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedAssetsDefinedBenefitPlan,         순확정급여자산,"106,768,000,000","111,307,000,000","90,616,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_ReinsuranceContractsHeldThatAreAssets,         재보험계약자산,"1,646,505,000,000","1,488,253,000,000","1,342,615,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"6,307,652,000,000","5,779,065,000,000","3,316,872,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAttributableToOwnersOfParent,            지배기업소유지분,"6,301,974,000,000","5,773,833,000,000","3,311,831,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CapitalAdjustments,               자본조정,"-9,000,000","-9,000,000","-9,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,dart_CapitalSurplus,               자본잉여금,"348,454,000,000","348,454,000,000","348,454,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,               기타포괄손익누계액,"285,792,000,000","173,862,000,000","14,655,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,               자본금,"33,250,000,000","33,250,000,000","33,250,000,000"
"재무상태표, 보험 - 연결",[002550],KB손해보험,기타법인,651,보험업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,               이익잉여금,"5,634,487,000,000","5,218,276,000,000","2,915,481,000,000"
